atlas_label,n_label_voxels,label_volume [mm³],n_lesion_voxels,lesion_volume [mm³],lesion_volume [percent]
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 8,0,0,0,0,0
Left CerebrumLimbic LobeSub-GyralGray MatterBrodmann area 32,0,0,0,0,0
Right CerebrumLimbic LobeSub-GyralGray MatterBrodmann area 32,0,0,0,0,0
Left CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 32,0,0,0,0,0
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 32,0,0,0,0,0
Left CerebrumFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 8,0,0,0,0,0
Right CerebrumFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 8,0,0,0,0,0
Left CerebrumFrontal LobeSuperior Frontal GyrusGray MatterBrodmann area 8,0,0,0,0,0
Right CerebrumFrontal LobeSuperior Frontal GyrusGray MatterBrodmann area 8,0,0,0,0,0
Left CerebrumParietal LobeSuperior Parietal Lobule,0,0,0,0,0
Right CerebrumParietal LobeSuperior Parietal Lobule,0,0,0,0,0
Left CerebrumParietal LobeSuperior Parietal LobuleGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobeSuperior Parietal LobuleGray MatterBrodmann area 7,0,0,0,0,0
Left CerebrumParietal LobeSuperior Parietal LobuleWhite Matter,0,0,0,0,0
Right CerebrumParietal LobeSuperior Parietal LobuleWhite Matter,0,0,0,0,0
Left CerebrumParietal LobeInferior Parietal LobuleGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobeInferior Parietal LobuleGray MatterBrodmann area 7,0,0,0,0,0
Left CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumFrontal LobeParacentral Lobule,0,0,0,0,0
Inter-HemisphericParacentral Lobule,0,0,0,0,0
Right CerebrumFrontal LobeParacentral Lobule,0,0,0,0,0
Right CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 31,0,0,0,0,0
Right CerebrumParietal LobeSub-GyralGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumFrontal LobeParacentral LobuleWhite Matter,0,0,0,0,0
Right CerebrumFrontal LobeParacentral LobuleWhite Matter,0,0,0,0,0
Left CerebrumLimbic LobeParacentral LobuleGray MatterBrodmann area 31,0,0,0,0,0
Left CerebrumLimbic LobeParacentral LobuleWhite Matter,0,0,0,0,0
Right CerebrumLimbic LobeParacentral LobuleWhite Matter,0,0,0,0,0
Left CerebrumLimbic LobeParacentral Lobule,0,0,0,0,0
Right CerebrumLimbic LobeParacentral Lobule,0,0,0,0,0
Inter-HemisphericCingulate Gyrus,0,0,0,0,0
Inter-HemisphericMedial Frontal Gyrus,0,0,0,0,0
Superior Parietal Lobule,0,0,0,0,0
Left CerebrumParietal LobeSuperior Parietal LobuleGray MatterBrodmann area 40,0,0,0,0,0
Right CerebrumParietal LobeSuperior Parietal LobuleGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumParietal LobeParacentral LobuleWhite Matter,0,0,0,0,0
Left CerebrumParietal LobeParacentral LobuleGray MatterBrodmann area 5,0,0,0,0,0
Left CerebrumParietal LobeParacentral LobuleGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobeParacentral LobuleGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobeParacentral LobuleGray MatterBrodmann area 5,0,0,0,0,0
Left CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 5,0,0,0,0,0
Right CerebrumFrontal LobePrecuneus,0,0,0,0,0
Right CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 5,0,0,0,0,0
Left CerebrumParietal LobeParacentral Lobule,0,0,0,0,0
Right CerebrumParietal LobeParacentral Lobule,0,0,0,0,0
Right CerebrumParietal LobeParacentral LobuleWhite Matter,0,0,0,0,0
Right CerebrumFrontal LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 6,0,0,0,0,0
Right CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 6,0,0,0,0,0
Left CerebrumFrontal LobeSuperior Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Right CerebrumFrontal LobeSuperior Frontal GyrusGray MatterBrodmann area 6,0,0,0,0,0
Right CerebrumSuperior Parietal Lobule,0,0,0,0,0
Left CerebrumParietal LobeSub-GyralGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobeSub-GyralGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumFrontal LobeInferior Parietal LobuleGray MatterBrodmann area 40,0,0,0,0,0
Left CerebrumFrontal LobePrecuneusGray MatterBrodmann area 5,0,0,0,0,0
Left CerebrumFrontal LobePrecuneusWhite Matter,0,0,0,0,0
Left CerebrumFrontal LobePrecuneus,0,0,0,0,0
Right CerebrumFrontal LobePrecuneusGray MatterBrodmann area 5,0,0,0,0,0
Right CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 7,0,0,0,0,0
Left CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 3,0,0,0,0,0
Left CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumFrontal LobeParacentral LobuleGray MatterBrodmann area 3,0,0,0,0,0
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 3,0,0,0,0,0
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumFrontal LobeSub-GyralGray MatterBrodmann area 6,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 5,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 5,0,0,0,0,0
Left CerebrumParietal LobeSuperior Parietal LobuleGray MatterBrodmann area 5,0,0,0,0,0
Right CerebrumParietal LobeSuperior Parietal LobuleGray MatterBrodmann area 5,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumFrontal LobeMedial Frontal GyrusGray MatterBrodmann area 4,0,0,0,0,0
Left CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 7,0,0,0,0,0
Right CerebrumParietal LobePostcentral GyrusGray MatterBrodmann area 7,0,0,0,0,0
Inter-HemisphericPostcentral Gyrus,0,0,0,0,0
Left CerebrumParietal LobeParacentral LobuleGray MatterBrodmann area 4,0,0,0,0,0
Right CerebrumParietal LobeParacentral LobuleGray MatterBrodmann area 4,0,0,0,0,0
